word	count	candidate	count	score	difference
akhang	85	athang	10	1.0	Changed 'k' to 't' at position 2
i	85	it	9	1.0	Added 't' at position 2
noi	85	ngoi	9	1.0	Added 'g' at position 2
cham	85	chab	9	1.0	Changed 'm' to 'b' at position 4
ahaz	85	a-az	9	1.0	Changed 'h' to '-' at position 2
anga	85	a-nga	9	1.0	Added '-' at position 2
aki	85	ako	8	1.0	Changed 'i' to 'o' at position 3
aki	85	ali	8	1.0	Changed 'k' to 'l' at position 2
noi	85	nui	8	1.0	Changed 'o' to 'u' at position 2
noi	85	nob	8	1.0	Changed 'i' to 'b' at position 3
noi	85	not	8	1.0	Changed 'i' to 't' at position 3
akhang	85	alhang	8	1.0	Changed 'k' to 'l' at position 2
akhang	85	akhanga	8	1.0	Added 'a' at position 7
noi	85	non	7	1.0	Changed 'i' to 'n' at position 3
anga	85	anea	7	1.0	Changed 'g' to 'e' at position 3
cham	85	chau	6	1.0	Changed 'm' to 'u' at position 4
ahaz	85	ahai	6	1.0	Changed 'z' to 'i' at position 4
anga	85	angam	6	1.0	Added 'm' at position 5
akeng	85	akheng	6	1.0	Added 'h' at position 3
akhang	85	akheng	6	1.0	Changed 'a' to 'e' at position 4
aki	85	aoi	5	1.0	Changed 'k' to 'o' at position 2
noi	85	nol	5	1.0	Changed 'i' to 'l' at position 3
cham	85	chum	5	1.0	Changed 'a' to 'u' at position 3
anga	85	ania	5	1.0	Changed 'g' to 'i' at position 3
ahaz	85	ahau	5	1.0	Changed 'z' to 'u' at position 4
tupat	85	tipat	5	1.0	Changed 'u' to 'i' at position 2
tupat	85	tupet	5	1.0	Changed 'a' to 'e' at position 4
i	85	ib	4	1.0	Added 'b' at position 2
aki	85	akil	4	1.0	Added 'l' at position 4
ahaz	85	aham	4	1.0	Changed 'z' to 'm' at position 4
ahaz	85	ahah	4	1.0	Changed 'z' to 'h' at position 4
khompi	85	khompa	4	1.0	Changed 'i' to 'a' at position 6
khompi	85	khomji	4	1.0	Changed 'p' to 'j' at position 5
khompi	85	khompiu	4	1.0	Added 'u' at position 7
akhang	85	akhangu	4	1.0	Added 'u' at position 7
noi	85	noa	3	1.0	Changed 'i' to 'a' at position 3
ahaz	85	ahar	3	1.0	Changed 'z' to 'r' at position 4
akeng	85	adeng	3	1.0	Changed 'k' to 'd' at position 2
akeng	85	aneng	3	1.0	Changed 'k' to 'n' at position 2
akeng	85	a-eng	3	1.0	Changed 'k' to '-' at position 2
khompi	85	khompia	3	1.0	Added 'a' at position 7
sohchang	85	soh-chang	3	1.0	Added '-' at position 4
i	85	iz	2	1.0	Added 'z' at position 2
aki	85	asi	2	1.0	Changed 'k' to 's' at position 2
aki	85	akia	2	1.0	Added 'a' at position 4
aki	85	akiu	2	1.0	Added 'u' at position 4
cham	85	chao	2	1.0	Changed 'm' to 'o' at position 4
ahaz	85	ahap	2	1.0	Changed 'z' to 'p' at position 4
ahaz	85	azaz	2	1.0	Changed 'h' to 'z' at position 2
anga	85	ang-a	2	1.0	Added '-' at position 4
akeng	85	akengu	2	1.0	Added 'u' at position 6
khompi	85	khomui	2	1.0	Changed 'p' to 'u' at position 5
kot	86	kom	82	1.0	Changed 't' to 'm' at position 3
nao	86	nal	79	1.0	Changed 'o' to 'l' at position 3
kot	86	kol	76	1.0	Changed 't' to 'l' at position 3
nao	86	nato	62	1.0	Added 't' at position 3
akouvin	86	atouvin	53	1.0	Changed 'k' to 't' at position 2
kot	86	kou	46	1.0	Changed 't' to 'u' at position 3
nao	86	neo	46	1.0	Changed 'a' to 'e' at position 2
nange	86	nante	44	1.0	Changed 'g' to 't' at position 4
nange	86	nangle	41	1.0	Added 'l' at position 5
nithum	86	nathum	33	1.0	Changed 'i' to 'a' at position 2
nao	86	nalo	32	1.0	Added 'l' at position 3
akouvin	86	ahouvin	27	1.0	Changed 'k' to 'h' at position 2
akouvin	86	agouvin	27	1.0	Changed 'k' to 'g' at position 2
kot	86	kop	20	1.0	Changed 't' to 'p' at position 3
nao	86	najo	14	1.0	Added 'j' at position 3
akouvin	86	ajouvin	14	1.0	Changed 'k' to 'j' at position 2
nao	86	naso	13	1.0	Added 's' at position 3
kot	86	kat	12	1.0	Changed 'o' to 'a' at position 2
akouvin	86	avouvin	11	1.0	Changed 'k' to 'v' at position 2
mangin	86	mangun	10	1.0	Changed 'i' to 'u' at position 5
phatah	86	phatsah	10	1.0	Added 's' at position 5
nao	86	naho	9	1.0	Added 'h' at position 3
asohte	86	asohteu	8	1.0	Added 'u' at position 7
akouvin	86	adouvin	8	1.0	Changed 'k' to 'd' at position 2
thulem	86	thulam	7	1.0	Changed 'e' to 'a' at position 5
akouvin	86	akouvun	7	1.0	Changed 'i' to 'u' at position 6
asohte	86	asohten	6	1.0	Added 'n' at position 7
akouvin	86	apouvin	6	1.0	Changed 'k' to 'p' at position 2
kot	86	koa	5	1.0	Changed 't' to 'a' at position 3
nao	86	naa	5	1.0	Changed 'o' to 'a' at position 3
thulem	86	thulema	5	1.0	Added 'a' at position 7
nao	86	nago	4	1.0	Added 'g' at position 3
akouvin	86	asouvin	4	1.0	Changed 'k' to 's' at position 2
akouvin	86	alouvin	4	1.0	Changed 'k' to 'l' at position 2
nao	86	nado	3	1.0	Added 'd' at position 3
chondan	86	chonpan	3	1.0	Changed 'd' to 'p' at position 5
akouvin	86	anouvin	3	1.0	Changed 'k' to 'n' at position 2
akouvin	86	akauvin	3	1.0	Changed 'o' to 'a' at position 3
lailunga	86	lailungah	3	1.0	Added 'h' at position 9
kot	86	koh	2	1.0	Changed 't' to 'h' at position 3
kot	86	ket	2	1.0	Changed 'o' to 'e' at position 2
nao	86	naop	2	1.0	Added 'p' at position 4
nao	86	navo	2	1.0	Added 'v' at position 3
kot	86	khot	2	1.0	Added 'h' at position 2
nange	86	nenge	2	1.0	Changed 'a' to 'e' at position 2
nange	86	nangu	2	1.0	Changed 'e' to 'u' at position 5
nange	86	nangeh	2	1.0	Added 'h' at position 6
phatah	86	phasah	2	1.0	Changed 't' to 's' at position 4
asohte	86	asoh-e	2	1.0	Changed 't' to '-' at position 5
galsat	86	galhat	2	1.0	Changed 's' to 'h' at position 4
nithum	86	nithuma	2	1.0	Added 'a' at position 7
phatah	86	phattah	2	1.0	Added 't' at position 5
akouvin	86	akiuvin	2	1.0	Changed 'o' to 'i' at position 3
akouvin	86	akonuvin	2	1.0	Added 'n' at position 4
aheng	87	ahenga	176	1.0	Added 'a' at position 6
aheng	87	atheng	105	1.0	Added 't' at position 2
aheng	87	acheng	87	1.0	Added 'c' at position 2
acheng	87	achang	87	1.0	Changed 'e' to 'a' at position 4
aheng	87	akeng	85	1.0	Changed 'h' to 'k' at position 2
achang	87	akhang	85	1.0	Changed 'c' to 'k' at position 2
acheng	87	achung	72	1.0	Changed 'e' to 'u' at position 4
achang	87	achung	72	1.0	Changed 'a' to 'u' at position 4
achang	87	achanu	69	1.0	Changed 'g' to 'u' at position 6
aheng	87	aleng	64	1.0	Changed 'h' to 'l' at position 2
thim	87	thia	34	1.0	Changed 'm' to 'a' at position 4
acheng	87	aching	31	1.0	Changed 'e' to 'i' at position 4
achang	87	aching	31	1.0	Changed 'a' to 'i' at position 4
hebron	87	hezron	22	1.0	Changed 'b' to 'z' at position 3
aheng	87	alheng	20	1.0	Added 'l' at position 2
acheng	87	alheng	20	1.0	Changed 'c' to 'l' at position 2
thim	87	thima	17	1.0	Added 'a' at position 5
achal	87	athal	17	1.0	Changed 'c' to 't' at position 2
achal	87	achil	16	1.0	Changed 'a' to 'i' at position 4
thim	87	thin	15	1.0	Changed 'm' to 'n' at position 4
achal	87	achol	15	1.0	Changed 'a' to 'o' at position 4
acheng	87	achena	15	1.0	Changed 'g' to 'a' at position 6
thim	87	thom	14	1.0	Changed 'i' to 'o' at position 3
acheng	87	achenge	13	1.0	Added 'e' at position 7
aheng	87	abeng	12	1.0	Changed 'h' to 'b' at position 2
achal	87	achah	11	1.0	Changed 'l' to 'h' at position 5
achal	87	achai	11	1.0	Changed 'l' to 'i' at position 5
achang	87	athang	10	1.0	Changed 'c' to 't' at position 2
achal	87	aphal	9	1.0	Changed 'c' to 'p' at position 2
aheng	87	ahong	9	1.0	Changed 'e' to 'o' at position 3
aheng	87	ahang	8	1.0	Changed 'e' to 'a' at position 3
achang	87	alhang	8	1.0	Changed 'c' to 'l' at position 2
achang	87	achange	8	1.0	Added 'e' at position 7
thim	87	tham	7	1.0	Changed 'i' to 'a' at position 3
achang	87	achanga	7	1.0	Added 'a' at position 7
aheng	87	akheng	6	1.0	Added 'k' at position 2
acheng	87	akheng	6	1.0	Changed 'c' to 'k' at position 2
thim	87	thimu	5	1.0	Added 'u' at position 5
achal	87	achap	5	1.0	Changed 'l' to 'p' at position 5
achang	87	achangu	5	1.0	Added 'u' at position 7
nachunguva	87	nachunguvah	5	1.0	Added 'h' at position 11
achal	87	achat	3	1.0	Changed 'l' to 't' at position 5
aheng	87	adeng	3	1.0	Changed 'h' to 'd' at position 2
aheng	87	aneng	3	1.0	Changed 'h' to 'n' at position 2
aheng	87	a-eng	3	1.0	Changed 'h' to '-' at position 2
aheng	87	ahengu	3	1.0	Added 'u' at position 6
thim	87	thit	2	1.0	Changed 'm' to 't' at position 4
thim	87	thimo	2	1.0	Added 'o' at position 5
achal	87	achel	2	1.0	Changed 'a' to 'e' at position 4
achal	87	ahchal	2	1.0	Added 'h' at position 2
achang	87	achana	2	1.0	Changed 'g' to 'a' at position 6
be	88	beh	299	1.0	Added 'h' at position 3
be	88	bep	289	1.0	Added 'p' at position 3
be	88	bei	168	1.0	Added 'i' at position 3
be	88	bel	136	1.0	Added 'l' at position 3
kikhom	88	kikhol	61	1.0	Changed 'm' to 'l' at position 6
kikhom	88	kichom	37	1.0	Changed 'k' to 'c' at position 3
thanom	88	thanop	34	1.0	Changed 'm' to 'p' at position 6
be	88	bo	30	1.0	Changed 'e' to 'o' at position 2
be	88	bu	25	1.0	Changed 'e' to 'u' at position 2
kalungthim	88	kalungthima	23	1.0	Added 'a' at position 11
kikhom	88	kikhop	20	1.0	Changed 'm' to 'p' at position 6
be	88	ben	17	1.0	Added 'n' at position 3
thanom	88	thanoma	17	1.0	Added 'a' at position 7
be	88	bet	8	1.0	Added 't' at position 3
kikhom	88	kikhum	6	1.0	Changed 'o' to 'u' at position 5
be	88	bem	4	1.0	Added 'm' at position 3
kikhom	88	kikhoh	4	1.0	Changed 'm' to 'h' at position 6
be	88	ber	3	1.0	Added 'r' at position 3
be	88	bez	3	1.0	Added 'z' at position 3
kikhom	88	kikhot	3	1.0	Changed 'm' to 't' at position 6
kikhom	88	kikhoma	3	1.0	Added 'a' at position 7
thanom	88	thanomu	3	1.0	Added 'u' at position 7
kalungthim	88	kalungthimu	3	1.0	Added 'u' at position 11
be	88	bi	2	1.0	Changed 'e' to 'i' at position 2
kikhom	88	kikham	2	1.0	Changed 'o' to 'a' at position 5
kahsen	89	kahsea	64	1.0	Changed 'n' to 'a' at position 6
set	89	sot	63	1.0	Changed 'e' to 'o' at position 2
set	89	sem	58	1.0	Changed 't' to 'm' at position 3
set	89	sel	53	1.0	Changed 't' to 'l' at position 3
chr	89	chi	45	1.0	Changed 'r' to 'i' at position 3
set	89	sen	33	1.0	Changed 't' to 'n' at position 3
set	89	sut	33	1.0	Changed 'e' to 'u' at position 2
set	89	sep	32	1.0	Changed 't' to 'p' at position 3
set	89	sea	28	1.0	Changed 't' to 'a' at position 3
eihin	89	eihil	16	1.0	Changed 'n' to 'l' at position 5
set	89	seth	13	1.0	Added 'h' at position 4
set	89	ser	11	1.0	Changed 't' to 'r' at position 3
eihin	89	eitin	11	1.0	Changed 'h' to 't' at position 3
leivui	89	leigui	11	1.0	Changed 'v' to 'g' at position 4
chr	89	cho	9	1.0	Changed 'r' to 'o' at position 3
eihin	89	eiphin	8	1.0	Added 'p' at position 3
khattou	89	khantou	8	1.0	Changed 't' to 'n' at position 4
khattou	89	khatbou	7	1.0	Changed 't' to 'b' at position 5
chr	89	car	6	1.0	Changed 'h' to 'a' at position 2
chr	89	cor	6	1.0	Changed 'h' to 'o' at position 2
eihin	89	eihing	5	1.0	Added 'g' at position 6
khattou	89	khattoh	5	1.0	Changed 'u' to 'h' at position 7
eihin	89	einin	4	1.0	Changed 'h' to 'n' at position 3
set	89	sit	3	1.0	Changed 'e' to 'i' at position 2
chr	89	cher	3	1.0	Added 'e' at position 3
eihin	89	eihen	3	1.0	Changed 'i' to 'e' at position 4
eihin	89	eigin	3	1.0	Changed 'h' to 'g' at position 3
chr	89	cur	2	1.0	Changed 'h' to 'u' at position 2
set	89	seu	2	1.0	Changed 't' to 'u' at position 3
eihin	89	eithin	2	1.0	Added 't' at position 3
bola	90	bolna	68	1.0	Added 'n' at position 4
him	90	hil	63	1.0	Changed 'm' to 'l' at position 3
him	90	hit	61	1.0	Changed 'm' to 't' at position 3
adon	90	ahon	60	1.0	Changed 'd' to 'h' at position 2
adon	90	amon	59	1.0	Changed 'd' to 'm' at position 2
adon	90	adong	55	1.0	Added 'g' at position 5
jet	90	jep	54	1.0	Changed 't' to 'p' at position 3
adon	90	apon	54	1.0	Changed 'd' to 'p' at position 2
adon	90	agon	51	1.0	Changed 'd' to 'g' at position 2
adon	90	adoh	48	1.0	Changed 'n' to 'h' at position 4
jet	90	jot	47	1.0	Changed 'e' to 'o' at position 2
adon	90	ason	41	1.0	Changed 'd' to 's' at position 2
adon	90	adou	39	1.0	Changed 'n' to 'u' at position 4
adon	90	ajon	32	1.0	Changed 'd' to 'j' at position 2
him	90	hem	31	1.0	Changed 'i' to 'e' at position 2
adon	90	adin	31	1.0	Changed 'o' to 'i' at position 3
adon	90	adan	30	1.0	Changed 'o' to 'a' at position 3
jet	90	jel	28	1.0	Changed 't' to 'l' at position 3
him	90	hom	26	1.0	Changed 'i' to 'o' at position 2
him	90	hia	26	1.0	Changed 'm' to 'a' at position 3
jet	90	jer	25	1.0	Changed 't' to 'r' at position 3
adon	90	avon	23	1.0	Changed 'd' to 'v' at position 2
him	90	hiu	21	1.0	Changed 'm' to 'u' at position 3
jet	90	jem	21	1.0	Changed 't' to 'm' at position 3
adon	90	akon	21	1.0	Changed 'd' to 'k' at position 2
ngol	90	nagol	20	1.0	Added 'a' at position 2
him	90	himo	19	1.0	Added 'o' at position 4
bola	90	bolpa	19	1.0	Added 'p' at position 4
adon	90	adol	18	1.0	Changed 'n' to 'l' at position 4
bola	90	bela	17	1.0	Changed 'o' to 'e' at position 2
anneh	90	angeh	17	1.0	Changed 'n' to 'g' at position 3
alungset	90	alungsat	17	1.0	Changed 'e' to 'a' at position 7
adon	90	adom	16	1.0	Changed 'n' to 'm' at position 4
bola	90	bolda	14	1.0	Added 'd' at position 4
bola	90	bula	12	1.0	Changed 'o' to 'u' at position 2
bola	90	bolu	12	1.0	Changed 'a' to 'u' at position 4
jet	90	jeu	11	1.0	Changed 't' to 'u' at position 3
adon	90	abdon	11	1.0	Added 'b' at position 2
adon	90	alon	10	1.0	Changed 'd' to 'l' at position 2
ngol	90	ngoi	9	1.0	Changed 'l' to 'i' at position 4
adon	90	adona	9	1.0	Added 'a' at position 5
ngol	90	ngal	8	1.0	Changed 'o' to 'a' at position 3
ngol	90	ngola	8	1.0	Added 'a' at position 5
adon	90	adoi	7	1.0	Changed 'n' to 'i' at position 4
adon	90	adop	7	1.0	Changed 'n' to 'p' at position 4
adon	90	adoni	7	1.0	Added 'i' at position 5
adon	90	aden	6	1.0	Changed 'o' to 'e' at position 3
bola	90	boma	5	1.0	Changed 'l' to 'm' at position 3
bola	90	bona	4	1.0	Changed 'l' to 'n' at position 3
bola	90	bol'a	4	1.0	Added ''' at position 4
bola	90	bala	3	1.0	Changed 'o' to 'a' at position 2
bola	90	bolsa	3	1.0	Added 's' at position 4
adon	90	adonu	3	1.0	Added 'u' at position 5
him	90	hum	2	1.0	Changed 'i' to 'u' at position 2
jet	90	jei	2	1.0	Changed 't' to 'i' at position 3
adon	90	ador	2	1.0	Changed 'n' to 'r' at position 4
bola	90	bole	2	1.0	Changed 'a' to 'e' at position 4
anneh	90	ananeh	2	1.0	Added 'a' at position 3
kamit	91	kamite	204	1.0	Added 'e' at position 6
kamit	91	kamin	52	1.0	Changed 't' to 'n' at position 5
natong	91	natonga	37	1.0	Added 'a' at position 7
kamit	91	kanit	24	1.0	Changed 'm' to 'n' at position 3
natong	91	nakong	21	1.0	Changed 't' to 'k' at position 3
ibola	91	ibol'a	16	1.0	Added ''' at position 5
kahiuve	91	kaheuve	15	1.0	Changed 'i' to 'e' at position 4
hilouva	91	helouva	11	1.0	Changed 'i' to 'e' at position 2
ging	91	gong	9	1.0	Changed 'i' to 'o' at position 2
kamit	91	kamat	9	1.0	Changed 'i' to 'a' at position 4
natong	91	nabong	9	1.0	Changed 't' to 'b' at position 3
kahiuve	91	kahiuvem	9	1.0	Added 'm' at position 8
ging	91	gang	8	1.0	Changed 'i' to 'a' at position 2
ging	91	ginga	8	1.0	Added 'a' at position 5
sahlam	91	sahlama	8	1.0	Added 'a' at position 7
natong	91	nadong	7	1.0	Changed 't' to 'd' at position 3
ging	91	ginu	5	1.0	Changed 'g' to 'u' at position 4
ging	91	gina	4	1.0	Changed 'g' to 'a' at position 4
adimset	91	adipset	4	1.0	Changed 'm' to 'p' at position 4
ahungun	91	ahungui	4	1.0	Changed 'n' to 'i' at position 7
hilouva	91	hibouva	4	1.0	Changed 'l' to 'b' at position 3
kamit	91	kamut	3	1.0	Changed 'i' to 'u' at position 4
kamit	91	kimit	3	1.0	Changed 'a' to 'i' at position 2
natong	91	natung	3	1.0	Changed 'o' to 'u' at position 4
kahiuve	91	kahiuva	3	1.0	Changed 'e' to 'a' at position 7
kahiuve	91	katiuve	3	1.0	Changed 'h' to 't' at position 3
hilouva	91	hilouvu	3	1.0	Changed 'a' to 'u' at position 7
kamit	91	ka-it	2	1.0	Changed 'm' to '-' at position 3
natong	91	nalong	2	1.0	Changed 't' to 'l' at position 3
natong	91	najong	2	1.0	Changed 't' to 'j' at position 3
sahlam	91	sahgam	2	1.0	Changed 'l' to 'g' at position 4
ahungun	91	atungun	2	1.0	Changed 'h' to 't' at position 2
ahungun	91	apungun	2	1.0	Changed 'h' to 'p' at position 2
ahungun	91	alhungun	2	1.0	Added 'l' at position 2
amai	92	amani	241	1.0	Added 'n' at position 4
go	92	gol	123	1.0	Added 'l' at position 3
go	92	gou	118	1.0	Added 'u' at position 3
lum	92	lhum	100	1.0	Added 'h' at position 2
go	92	got	81	1.0	Added 't' at position 3
apang	92	asang	79	1.0	Changed 'p' to 's' at position 2
lum	92	lui	73	1.0	Changed 'm' to 'i' at position 3
moh	92	mah	67	1.0	Changed 'o' to 'a' at position 2
amai	92	avai	55	1.0	Changed 'm' to 'v' at position 2
alha	92	alhah	55	1.0	Added 'h' at position 5
achate	92	achateu	55	1.0	Added 'u' at position 7
moh	92	mon	53	1.0	Changed 'h' to 'n' at position 3
apang	92	alang	52	1.0	Changed 'p' to 'l' at position 2
amai	92	amazi	51	1.0	Added 'z' at position 4
alha	92	alhai	50	1.0	Added 'i' at position 5
go	92	gu	45	1.0	Changed 'o' to 'u' at position 2
amai	92	akai	39	1.0	Changed 'm' to 'k' at position 2
alha	92	alhan	39	1.0	Added 'n' at position 5
apang	92	apange	39	1.0	Added 'e' at position 6
apang	92	amang	38	1.0	Changed 'p' to 'm' at position 2
chutobang	92	chutobanga	37	1.0	Added 'a' at position 10
go	92	goi	36	1.0	Added 'i' at position 3
alha	92	acha	31	1.0	Changed 'l' to 'c' at position 2
amasa	92	amasan	28	1.0	Added 'n' at position 6
alha	92	asha	27	1.0	Changed 'l' to 's' at position 2
amai	92	amat	27	1.0	Changed 'i' to 't' at position 4
go	92	goa	24	1.0	Added 'a' at position 3
go	92	gao	23	1.0	Added 'a' at position 2
amai	92	asai	23	1.0	Changed 'm' to 's' at position 2
amai	92	amahi	23	1.0	Added 'h' at position 4
amasa	92	anasa	19	1.0	Changed 'm' to 'n' at position 2
go	92	gon	18	1.0	Added 'n' at position 3
lum	92	luma	18	1.0	Added 'a' at position 4
amai	92	apai	18	1.0	Changed 'm' to 'p' at position 2
amai	92	anai	17	1.0	Changed 'm' to 'n' at position 2
lum	92	lup	16	1.0	Changed 'm' to 'p' at position 3
alha	92	alhu	16	1.0	Changed 'a' to 'u' at position 4
go	92	gog	15	1.0	Added 'g' at position 3
amai	92	amaa	15	1.0	Changed 'i' to 'a' at position 4
amai	92	amari	15	1.0	Added 'r' at position 4
geldoh	92	geltoh	15	1.0	Changed 'd' to 't' at position 4
moh	92	mou	14	1.0	Changed 'h' to 'u' at position 3
amai	92	alai	14	1.0	Changed 'm' to 'l' at position 2
apang	92	atang	14	1.0	Changed 'p' to 't' at position 2
amai	92	amal	13	1.0	Changed 'i' to 'l' at position 4
amai	92	amah	13	1.0	Changed 'i' to 'h' at position 4
apang	92	akang	13	1.0	Changed 'p' to 'k' at position 2
apang	92	apung	13	1.0	Changed 'a' to 'u' at position 3
apang	92	ajang	13	1.0	Changed 'p' to 'j' at position 2
go	92	ge	12	1.0	Changed 'o' to 'e' at position 2
go	92	gop	12	1.0	Added 'p' at position 3
alha	92	akha	12	1.0	Changed 'l' to 'k' at position 2
alha	92	alua	12	1.0	Changed 'h' to 'u' at position 3
go	92	goh	10	1.0	Added 'h' at position 3
moh	92	moa	10	1.0	Changed 'h' to 'a' at position 3
amai	92	amar	10	1.0	Changed 'i' to 'r' at position 4
lum	92	lud	9	1.0	Changed 'm' to 'd' at position 3
lum	92	luz	9	1.0	Changed 'm' to 'z' at position 3
lum	92	lul	9	1.0	Changed 'm' to 'l' at position 3
amai	92	amei	9	1.0	Changed 'a' to 'e' at position 3
moh	92	mop	8	1.0	Changed 'h' to 'p' at position 3
amai	92	amui	8	1.0	Changed 'a' to 'u' at position 3
amai	92	agai	8	1.0	Changed 'm' to 'g' at position 2
amai	92	adai	8	1.0	Changed 'm' to 'd' at position 2
amai	92	amao	8	1.0	Changed 'i' to 'o' at position 4
amasa	92	amaha	8	1.0	Changed 's' to 'h' at position 4
apang	92	ahang	8	1.0	Changed 'p' to 'h' at position 2
apang	92	a-ang	8	1.0	Changed 'p' to '-' at position 2
moh	92	muh	7	1.0	Changed 'o' to 'u' at position 2
moh	92	moth	7	1.0	Added 't' at position 3
apang	92	avang	7	1.0	Changed 'p' to 'v' at position 2
amai	92	ahai	6	1.0	Changed 'm' to 'h' at position 2
alha	92	alhap	6	1.0	Added 'p' at position 5
amasa	92	amala	6	1.0	Changed 's' to 'l' at position 4
alha	92	alho	5	1.0	Changed 'a' to 'o' at position 4
amai	92	amau	5	1.0	Changed 'i' to 'u' at position 4
amai	92	atai	5	1.0	Changed 'm' to 't' at position 2
amai	92	amzi	4	1.0	Changed 'a' to 'z' at position 3
amai	92	ammi	4	1.0	Changed 'a' to 'm' at position 3
alha	92	al-ha	4	1.0	Added '-' at position 3
alha	92	alham	4	1.0	Added 'm' at position 5
amasa	92	amana	4	1.0	Changed 's' to 'n' at position 4
achate	92	achaten	4	1.0	Added 'n' at position 7
chuteng	92	chujeng	4	1.0	Changed 't' to 'j' at position 4
ahunguvin	92	atunguvin	4	1.0	Changed 'h' to 't' at position 2
moh	92	meh	3	1.0	Changed 'o' to 'e' at position 2
alha	92	alhi	3	1.0	Changed 'a' to 'i' at position 4
alha	92	alhua	3	1.0	Added 'u' at position 4
alha	92	alpha	3	1.0	Added 'p' at position 3
amasa	92	amusa	3	1.0	Changed 'a' to 'u' at position 3
apang	92	apana	3	1.0	Changed 'g' to 'a' at position 5
amasa	92	amasaa	3	1.0	Added 'a' at position 6
amasa	92	amasat	3	1.0	Added 't' at position 6
chuteng	92	chuleng	3	1.0	Changed 't' to 'l' at position 4
go	92	gi	2	1.0	Changed 'o' to 'i' at position 2
go	92	gob	2	1.0	Added 'b' at position 3
lum	92	lua	2	1.0	Changed 'm' to 'a' at position 3
lum	92	lun	2	1.0	Changed 'm' to 'n' at position 3
lum	92	lem	2	1.0	Changed 'u' to 'e' at position 2
moh	92	mot	2	1.0	Changed 'h' to 't' at position 3
alha	92	aiha	2	1.0	Changed 'l' to 'i' at position 2
alha	92	alhe	2	1.0	Changed 'a' to 'e' at position 4
amai	92	arai	2	1.0	Changed 'm' to 'r' at position 2
alha	92	alhat	2	1.0	Added 't' at position 5
amasa	92	ama-a	2	1.0	Changed 's' to '-' at position 4
doumah	92	dousah	2	1.0	Changed 'm' to 's' at position 4
hamhing	92	hamjing	2	1.0	Changed 'h' to 'j' at position 4
somthum	92	somthuma	2	1.0	Added 'a' at position 8
ahunguvin	92	ahinguvin	2	1.0	Changed 'u' to 'i' at position 3
acham	93	achal	87	1.0	Changed 'm' to 'l' at position 5
kichat	93	kithat	66	1.0	Changed 'c' to 't' at position 3
gim	93	gib	53	1.0	Changed 'm' to 'b' at position 3
kichat	93	kichai	51	1.0	Changed 't' to 'i' at position 6
gim	93	gil	49	1.0	Changed 'm' to 'l' at position 3
acham	93	atham	29	1.0	Changed 'c' to 't' at position 2
gim	93	gih	27	1.0	Changed 'm' to 'h' at position 3
jiuve	93	jiuva	23	1.0	Changed 'e' to 'a' at position 5
sumkon	93	sumkol	19	1.0	Changed 'n' to 'l' at position 6
inge	93	inte	18	1.0	Changed 'g' to 't' at position 3
acham	93	achim	13	1.0	Changed 'a' to 'i' at position 4
acham	93	akham	13	1.0	Changed 'c' to 'k' at position 2
jiuve	93	jouve	12	1.0	Changed 'i' to 'o' at position 2
acham	93	achah	11	1.0	Changed 'm' to 'h' at position 5
acham	93	achai	11	1.0	Changed 'm' to 'i' at position 5
gim	93	git	10	1.0	Changed 'm' to 't' at position 3
gim	93	gima	10	1.0	Added 'a' at position 4
kichat	93	kilhat	8	1.0	Changed 'c' to 'l' at position 3
gim	93	gem	7	1.0	Changed 'i' to 'e' at position 2
kichat	93	kichap	7	1.0	Changed 't' to 'p' at position 6
kichat	93	kiphat	6	1.0	Changed 'c' to 'p' at position 3
acham	93	achap	5	1.0	Changed 'm' to 'p' at position 5
kichat	93	kichan	5	1.0	Changed 't' to 'n' at position 6
gim	93	gimu	4	1.0	Added 'u' at position 4
acham	93	alham	4	1.0	Changed 'c' to 'l' at position 2
acham	93	achama	4	1.0	Added 'a' at position 6
sumkon	93	sumkan	4	1.0	Changed 'o' to 'a' at position 5
sopite	93	sopiten	4	1.0	Added 'n' at position 7
nu-ngah	93	na-ngah	4	1.0	Changed 'u' to 'a' at position 2
acham	93	achat	3	1.0	Changed 'm' to 't' at position 5
jiuve	93	jiuvem	3	1.0	Added 'm' at position 6
kichat	93	kicham	3	1.0	Changed 't' to 'm' at position 6
thilpeh	93	thilpoh	3	1.0	Changed 'e' to 'o' at position 6
gim	93	gir	2	1.0	Changed 'm' to 'r' at position 3
inge	93	inga	2	1.0	Changed 'e' to 'a' at position 4
inge	93	ingem	2	1.0	Added 'm' at position 5
acham	93	achum	2	1.0	Changed 'a' to 'u' at position 4
acham	93	anham	2	1.0	Changed 'c' to 'n' at position 2
kichat	93	kichaa	2	1.0	Changed 't' to 'a' at position 6
sumkon	93	sumken	2	1.0	Changed 'o' to 'e' at position 5
sumkon	93	sumkom	2	1.0	Changed 'n' to 'm' at position 6
nat	94	nati	109	1.0	Added 'i' at position 4
nat	94	nao	86	1.0	Changed 't' to 'o' at position 3
nat	94	nal	79	1.0	Changed 't' to 'l' at position 3
apoh	94	asoh	77	1.0	Changed 'p' to 's' at position 2
nat	94	nate	68	1.0	Added 'e' at position 4
nat	94	nato	62	1.0	Added 'o' at position 4
amor	94	amon	59	1.0	Changed 'r' to 'n' at position 4
akap	94	akam	56	1.0	Changed 'p' to 'm' at position 4
apoh	94	apon	54	1.0	Changed 'h' to 'n' at position 4
